"","X1504","X1603","X1324","X834","X47","X1477","X1298","X1037","X1631","X1677","X948","X1662","X973","X1176","X1592","X1457","X1399","X1177","X1533","X1554","X936","X1317","X326","X1162","X939","X1079","X974","X934","X890","X470","X1341","X814","X363","X1180","X1152","X1627","X665","X1470","X1602","X1634","X1226","X1604","X1539","X1643","X698","X1424","X1196","X976","X1586","X1672","X1312","X1386","X1610","X927","X928","X1146","X1280","X1105","X506","X1409","X1649","X1144","X1656","X1388","X1272","X786","X1253","X1528","X584","X1128","X883","X1138","X1277","X95","X1311","X1647","X1158","X1425","X1538","X998","X1190","X1489","X1151","X785","X765","X980","X1236","X609","X1332","X1632","X1549","X1630","X1227","X1397","X865","X742","X1625","X1262","X420","X1202","X612","X958","X106","X1657","X1276","X1054","X1237","X1465","X618","X1117","X1543","X1053","X1550","X1171","X1313","X1184","X1304","X931","X1658","X963","X1378","X919","X1164","X1556","X1426","X1255","X1502","X1254","X1194","X153","X1419","X1665","X935","X490","X1563","X1463","X1456","X1030","X1644","X1393","X649","X1639","X1664","X1315","X1414","X1323","X1646","X1076","X1066","X1464","X1165","X1607","X1448","X891","X858","X1614"
"TAC1",0.150865079684399,0.911630996994546,0.0668744918382789,0.155618425851217,0.594452048177835,0.0542747571083553,0,0.0316676168774234,0.226319857351403,0.0697145384258701,0.162118495118909,0.455670466904006,0.385207919923714,0.390821740877779,0.016440693409475,0.185744783053228,0.283605351921923,0.0363303054572267,0.0881510971813744,2.5848307285564,0.0638922103608981,0.882682955221904,0.0250217050635833,0.0873976639080046,3.16742697760739,0.323998318900732,0.0226206398260919,0,0.528186215420876,0.332145351893412,0.42027218746018,0,0.537097232367598,0.369021950632523,0.0213816492414304,0.0900783663651369,0.226723068503305,0.0211243400356063,0.0721867675376435,0.59534611074772,0.0334730434654748,0.1931207282136,0.412938655396096,0.0631052835145097,0.0211101227195229,0,0.143880548078189,0,0.0896269571461288,0,0.962298773677561,0.0586628393785599,0.52502448361678,0.143539705386409,0.389343231772454,2.99229331438998,0.163739590723066,0.083037680704579,0.593224675673199,2.31558448849742,0.0692044575349478,0.0297850296294247,0.0880262309408965,0.962366893156547,0.161167928490103,0.0161211561473822,0.0500962579767407,0.0866275336437304,0,0,0.0611831021134088,2.78649808801199,0.0838151742366594,0.483614076010356,0.0200476928736553,0.0111678464786925,0.0200348877428595,0.197019902967231,1.53004726327125,0.725363367389746,0,0.114929333190267,0.142431736947335,3.33028489304868,1.10797437148053,0.221187886570087,0.0806562990939503,0.0180501418572544,1.62319778680257,1.39247899557543,0.27795857032752,0.154301926738815,3.33539792993964,0.0791302586317637,0.247550844939304,0.338377631625289,0.753497570938638,0.10088751850608,0.227457683481662,0.0253010021738172,0.180076552315574,0.0340691841816613,0,0.12706665480913,0.629992548116689,0.0201273666893952,0.91301691032665,0.26021238102238,0.471939703202074,1.78403571157004,0.153600426411883,0.364072584947793,0.872993404481494,0.404266626847417,0.0933046058579003,0.762212725979347,0.270362686492063,0.0243778397700372,1.39974368224735,0.194622918836363,0.215468621834874,0.251829354218039,0.208744477305494,0.0403538174601519,0.0209622543261018,0.165861785322679,2.31617442209043,0.305550342338847,0.304694433490502,0.0890723302564339,0.0649669833549309,2.04895107736714,0.410985776849523,0.0873026083385824,0.400326974659079,0.433730775705983,0.381889121852354,0.545833974814529,0.162770760526256,0.15386758135372,0.0531850336973522,0.0967300793879776,0.0642385982115713,0.20942341964812,0.238991023167262,0.261953181739881,0.342769768382342,1.02146764567725,0.323040272502309,0,0.115342263633559,0.241303266907603,0.065198665165187,0,0,0.304366180946314
"SLC13A2",0.0314417796099065,0.487499726629976,1.23349298244164,0.39864150703868,0.11594679371559,0.123978669293825,0.00827460685463217,0.0585908067189428,0.0333616801885378,0.0117332059601086,1.11718369284853,3.47621809508112,0.0189802085452073,0.500816327001083,0.86285681646666,0.147193362980087,3.50264642722159,0.0158529184515585,0,2.27830745844515,0.0883424472956073,0.0474420662853887,0.00658671357392127,0.206136816665335,3.2963484485779,0.00961375595133957,0.255756920954514,0.983807549646417,0.871226232141686,0.390950474490497,0.0361023828799534,0,0.0140824406889267,1.07202757375337,0.0113138592610056,0.268440382335398,0.136738692680122,1.3674901669507,0.0272290866840526,1.96239021593467,1.52747175135669,0.0945063386814923,2.38505381631717,0.900166224552622,0.0287742266216586,0,0.872498625261629,2.62050242673515,1.19751316474068,0.0626826509148487,2.78230119758038,0.934330043140972,0.225047832537639,0.209764018507035,0.102195857455078,0.00869053568706318,0.136897464551419,0.375675606483828,2.69086201620336,0.21539282461717,0.617411335926772,1.4844165870163,0.209051538601645,0.53674721668265,0.112964296880364,0.0377828173789184,0,0.0180544161229604,0.0330923992762629,0.0354845597726902,0,0.218174829536953,0.0852546774553219,0.266718189056154,0.330487267388524,0.168360913674675,0.00465670954577619,1.01484515475181,0.224090915877629,0.0446207358347395,0.567731370044288,0.0502606767191982,0.0599242130801947,0.484902209099382,0.0891957497930379,0.960810449023273,0.0587847326098334,0.0143967162993973,0.0339268656392173,0.218185991438831,0.251527629347257,1.80064358205468,0.459225954358321,0.178685324931973,0.979614192436575,0.017377499607967,0.0537063688926352,0.0411055761609276,0.00619603513268082,0.0613075479490606,1.43954814205924,0.0924875589994234,0,0.0148951312962549,1.56127138510765,0.06583146334532,0.675569365035557,0.178116726922761,1.23272828561599,0.335551856033828,0.447303061302341,0.692922593067093,0.40089637291035,0.15665937157701,0.00633967921057373,0.573852436967933,0.017833562484893,0.553587580901034,0.114935994296563,1.60088771509236,0.537462073092973,1.34608774947494,0.299058226806163,0,0.00823587634356359,0.535614055217268,0.642798595298801,0.0605302770119847,1.6209823348558,0.332170563917369,0.12666103132524,0.48500426174388,0.838562963197577,0.0157030831361746,0.0599339010356926,1.04835826541606,0.128942665651167,2.94783108023039,0.0176810825037014,0.200204257739052,0.0961484843540232,0,0.880594631630912,0.49858073459098,0.330616909736646,2.03001289261198,0.630230249816395,0.477010995677706,0.00649623496634771,0.200693921490295,0,1.93416658909585,0.558249998287004,0.0050305530228926,0.0052893110011129,2.20999602882544
"HOXC8",0.0143795757585472,0,0.00449851583074569,0,0.0389600643747428,0.0046049389667101,0.198715412773628,0.378068758886594,0.0528039922988183,0.0867362189118292,0.0284050716657961,0.00488390289832392,0.00212208562805953,0.00469553626095173,0.0385429399485546,0.0135180012501723,0.00873212197589332,0.0352916997483485,1.67155335123882,0.00526631217116991,0.00416193694577459,0.00359791938184283,0.909084900231327,0.12266211804092,0.0060767996853132,0.114612228951441,0.0057894448653944,0,0.0089758795617295,0.135400903692418,0.285030473541747,0.704415186237888,0.206760735084692,0.0174245377598663,0.0181156792065599,0.0652524431219545,0.798765565789061,0.0247366812068964,0.0360559497919052,0.0167073957704597,0.00432448270702777,0.0252060188687354,0.00945323833836748,0.051809194722428,0.00590583046366242,0.0236031187803379,0.186703382759533,0,0.00713664398802305,0.35537491941829,0,0.0631039025638443,0.0138924135872493,0,0.192305283247871,0.00279323721578154,0.285640132949231,0.0628428791514515,0.0287431137571711,0.0425490883781218,0.173443448246688,0.00257291500389386,0.0477240356866141,0.0105406823840745,0.010295756630886,0.00409720123384216,0.0215721137898926,0.900757472906558,0.0372078931420061,0.00345544128781377,0.0246728621803628,0.0165334030291512,0.0112651899755174,0.0068480643480186,0.0101897524774058,0.0547720867881606,0,0.00766053410270962,0.0336450053106082,0.0153519794473807,0.0206806937531479,0.00578800794748178,0.227425644321474,0.0545012161825606,0.0255731585056585,0.928145159740278,0.00482351321981449,0.736155437738058,0.0247962430847082,0,0.00441509761431262,0.0438176256639501,0.00741368355822326,0.0125772545632808,0.0175171841798978,0.0454122153065056,0.0272658949683691,0.0152434911098988,0.158749351499937,0.0150107846600587,0.0356647268666629,0.221534380976567,0.732784960333623,0.580181189477542,0,0.0103358642795469,0.0303826959153053,0.321504457430335,0.280839943611941,0.0197246842955651,0.00972840045573498,0.0243466319483397,0,0.00321074910329748,0.620258893233545,0.140210625924915,0.0500293704145853,0.00551784195070559,0.363672358093757,0.0287911969922123,0.0497743331310893,0.0178634865707698,0,0.483099119862132,0.16088147491462,0,0.039782723990677,0.39976500636656,0.00558682531283714,0.00774806979039097,0.0596307756029469,0.0133893638997425,0,1.24981241551883,0.0779976523887403,0.271429261908795,0,0.445441737641358,1.19362730899127,0.930286200151568,0.0147052112164427,0.177327202551854,0.0107984540530268,0.0296959943138892,0.00488965416444171,0.150278908599925,0.0425869085988095,0.0688826425846583,0.267391970833275,0.0806876765468852,0.299836621660351,0.0283541463270974,0.28733871700608,0.0128775595207335,0.761544850000687,0.0141595874060437
"CCDC85A",0.117586005375802,0.122059070260517,0.0369238606874354,0.0141481585230738,0.0378769762857755,0.0382114015300912,0.0419200067373422,0.360831707053082,0.10021338865539,0.334190677196697,0.428879901573724,0.517282749168073,0.881664619320345,0.522390262917391,0.0711063752033012,0.0542789253878929,0.147438261358461,0.0287289713242283,0.806215980117974,0.141523038294953,0.175552704228129,0.0240827570170731,0.0700815201153447,0.178975911813941,0.035409952747943,0.252223076911999,0.107963662142835,0.276671743702716,0.0483631483917268,0.0239039756059529,0.692022722550405,0.073404841812129,0.16588493336072,0.489256217754384,0.0895822152061751,0.0863883972289752,0.0766603333366835,0.802883063548846,0.0710500682901898,0.81815685366748,0.12538396015796,0.608854651378579,0.0418653519520086,0.0328160168630412,0.065329659246559,0.0806440207744243,0.078922657942007,0.0282522902565793,0.371471880114926,0.0423221462310482,0.282177634749674,0.0571493977383647,0.422250226789649,0.49767060870462,0.052682983647812,0.408031378842412,0.0120537164646404,0.0234256973772066,0.306804679747755,0.112696129890517,0.247728255905733,0.0922561586829297,0.0646993997299356,0.073618721669382,0.100639970489008,0.037420177914117,0.168749848597401,0.0637873115782637,0.0576429652470242,0.0173418636233545,0.162238400013056,0.614744703917075,0.0375242001072001,0.289502813721227,0.0713109842624906,0.105227500538891,0.0545012161825606,0.0713315808823071,0.122664768244028,0.0551345571045447,0.0459363663717023,0.212467241608615,0.0186071144521362,0.0198655647705249,0.178051693587736,0.0656040188285086,0.0713810115701858,0.0384769193050784,0.120819048412888,0.0426779532119824,0.0546887474030101,0.143718625192503,0.233716300540657,0.0861505802360758,0.0176597055173785,0.0382184264391736,0.0931950618666031,0.0439575724905714,0.103607746955472,0.283079016001163,0.0410621082504528,0.0357604314846389,0.0491344510250889,0.0362909140054035,0.0401573980380826,0.0216332276819276,0.0517632644236686,0.152022425429074,0.289644453563723,0.0732293269623317,0.0944914752112301,0.0428572242698641,0.153233331900799,0.111755149952249,0.122827746379441,0.0799521733025026,0.0686254140640045,0.020760332619616,0.124631201483363,0.0467089671706128,0.0542386315145472,0.259219449127504,0.147957881387101,0.0611512975664919,0.0197702229235072,0.0594480390946011,0.0805198674511983,0.626116684607168,0.0782081193583773,0.07940337192868,0.16203984241045,0.46240417826921,0.18266814647195,0.209958610329905,0.0103186754237955,0.0327271684130005,0.102850253975506,0.341120439867083,0.35952566830068,0.062710277742491,0.00413460444393594,1.60739092046516,0.0772224865348713,0.0737448410821202,0.484318617950477,0.0967678547146886,0.0898560683650752,0.520474549202571,0.0531780812885735,0.0230480719974303,0.0228365018004256,0.0238443768785915,0.0833890344012296,0.0533630039556152,0.0672187874576018,0.274642154513513
"MSH4",0.138560238657967,0.119815641252387,0.116298210182818,0.0717681600414635,0.52942218297662,0.105725004943991,0.111219651947184,0.0876665014686702,0.112307799785125,0.130552689234649,0.306159561457333,0.0594549613538213,0.0389783195915653,0.0618674214069001,0.103868211146841,0.383979052199924,0.158505073253599,0.564731299040664,0.173452403122156,0.0613918884679293,0.111703077823625,0.0726354347944409,0.271521294799285,0.403929737449774,0.103245166962611,0.109085033509914,0.017879160844238,0.0118920392618193,0.0902057656313778,0.26246202327086,0.119256562895933,0.52823723503172,0.288136455707493,0.0209878480172317,0.0590741877653207,1.02939422265265,0.649871098068092,0.0471251339043937,0.0645876619814941,0.0678837339663694,0.0527539209845807,0.0830022682211455,0.157746125138412,0.0983804780692583,0.743477052914374,0.484578479207348,0.020455974677435,0.383265784768361,0.0686102815461959,0.554158557436254,0.114622889049574,0.173804157823924,0.150648055186137,0.133513550024517,0.0750081683997507,0.0314516607298923,0.150230808603558,0.48525987708464,0.222082414697185,0.0995106666201449,0.0865541664588292,0.0368001062876263,0.0124900114059291,0.058935699721487,0.0897137254384894,0.500350311736283,0.60713948066483,0.92547083976406,0.545135120360345,0.0900864985693339,0.02970447410449,0.0794265841749645,0.0759118235853666,0.0350537566037232,0.0620650532313733,0.10033316726874,0.0307259241824507,0.0468695826520634,0.0396732502833424,0.136896152458797,0.129358200007487,0.0529861815817494,0.565684904642012,0.17003271865064,0.146954937921887,0.0306256478235964,0.770809598583648,1.23863646913016,0.150693542066593,0.0316831418908625,0.0800231472886666,0.225557517388089,0.03791772972797,0.0927392154547229,0.122207536180472,0.357330164403546,0.29884831654572,0.0883275201852248,0.468488437465156,0.0700155527611746,0.851573559056339,0.407098183430433,1.28482917017568,0.918872394185959,0.0698313779316422,0.86492659585125,0.0446445145124908,0.135769937011414,0.135831652231805,0.108707771944573,0.200833256950125,0.0333912839237763,0.0962416093002728,0.0360967547064502,0.0819476675321118,0.0701461102270117,0.0677474655516146,0.0198669877354456,0.0744204888556205,0.213818822062042,0.177166438673719,0.226523326605013,0.0408615780293754,0.420778806615065,0.145185713971769,0.0527469664979364,0.0634546215673553,0.123150998121607,0.0539468147078444,0.104533926486588,0.177464985904717,0.0445116286414709,0.132807129085178,1.27326403015665,0.266907647049889,0.0653917049234453,0.231052637200208,0.132324143278719,0.160978256133089,0.0177010340718266,0.565691727768582,0.110702661087167,0.169042443380927,0.127149879403526,0.0788461659463464,0.27746706899498,0.0726272036242082,0.160876313067265,0.104571498032753,0.0670549129897642,0.757225551094535,0.264365879652353,0.241614458860532,0.0780741893848077,1.26062851025305,0.504014206041927
"F7",0.625150766439453,0.733709221637304,0.19951216735242,0.951181186953776,0.0186768989271638,0.0376211870169515,0.0574197716420074,0.121020707416125,0.063585774093262,0.748274872858569,1.19639490448959,0.19786664915183,0.195836393828675,0.289354076918959,0.155838588939221,0.182949036254883,1.68087702149169,0.0601553222825393,0.404571830868219,0.102855627666755,0.0797665325217099,0.850152925316967,0.103481525742034,0.0865677532560456,1.50315687195853,0.196885233331392,1.53484301663211,1.6337329706018,0.587858447468852,0.0154947148316769,0.351583102844032,0.138139480919524,0.149424569990072,0.235155994907306,0.380117669298045,0.0319159970466958,0.0224871300718395,0.1923229603168,0.640069285544159,0.0332869632982868,0.38828213123022,0.10056058468467,0.209526980189643,1.75124646501422,0.332381410867084,0.0134422495322396,0.0936440041791061,2.71750424890023,0.00389002743337184,0.100964195960096,0.233886833392258,0.167657227005983,0.466219897624095,3.37950022416536,0.865203028610395,0,0.182106202786823,0.17681167403987,1.55760271441121,0.178342408110569,1.16499346567535,0.55446606389588,0.0172663124247086,0.0688812671530375,0.664632108343826,0.387034919214592,0.00618597951159291,0.406698835033568,2.5677963398934,0.305753443964144,0.801396256886787,0.427908624348702,0.289321022213701,0.765087441564475,0.846358517721894,0.0316168065744154,0.516761523363676,0.440729001422024,1.19036643612722,0.0399693715404759,0.0392535240997346,0.0628663593807946,0.0741505417992227,0.267086290340877,0.0435236931327956,0.0573130146671164,0.129038974744185,0.173859151715391,0.943270982930046,1.63850855013758,0.0415163533495989,0.440453678041536,0.732210144410002,0.91280236483859,0.570168532911414,0.0703742138641818,0.156034117393123,0.103169953775077,0.140548329618226,0.330152208425425,0.122589235547608,0,0.0334251160202355,0.0671857386432344,0.281302993945188,0.320354121928684,0.123766830688837,0.0982942294761252,1.71988654187817,0.733487973544185,1.90912753847241,0.786409008457069,0.653815800480163,0.569473592856137,0.155553665607189,0.316471325878671,0.461108367051623,0.413135856491602,0.387321730077956,0.495470043707246,2.23543175190543,2.7305262746762,1.47626294874957,0.157955619194684,0.438844270931668,0.16784473911423,0.431479619035284,2.74287372351009,0.338095759519154,0.566829763506959,0.11004112356261,2.17275567568951,0.169120715257615,0.0560895982133478,0.0509877959378285,1.29262687201867,0.242654938900523,0.378929944161987,0.131077108213157,0.096759760085088,0.0564226034062095,0.0260068015715153,0.963272872476444,0.336861492767337,0.00699595067805591,2.39415987265433,0.0462158357607012,0.089241859877692,1.35281049275922,0.0873121141773636,0.00649910739030781,0.233425489400752,0.772533484016508,0.727016881244514,0.049619616415487,0.146661738342513
"DLX3",0.416349034088444,0.0161254361318989,0.0391201407155446,0.27026818719557,0.0864264443101321,0.224095856432184,0,1.98959790763435,0.332259948452218,0.277300420365284,0.0735885610458385,0.0235207979625298,0.0786713118683487,0.0366257070678292,0.011381134687534,0.0631978041980374,0.117500897371234,0,0.10339423865702,0.0293666572235982,0.0580338174420073,1.3870139577234,0.0200220824984063,0,1.66693651995132,0.0536507687800599,0.650422682590306,0.0229146017945382,0.68443277061439,0.162676677196662,0.146033439065793,0,0,0.262943032254344,0.121951688065062,0.0457770445930374,0,0.0093471722592526,1.13242417541382,0.0162281519513072,0.384171408148813,0.22419342891797,0.441531285327281,0.166045673380408,0.178073371691808,0.012377016524834,2.67653687275486,0.0221746121289934,0.181653437363142,0,0.148666034365794,0.491904391241447,0.556348970542391,0.0325706125912313,0.0536716190733831,0.0261314852529455,0.088422508251971,0.00526631217116991,0.160908574310235,0.101190168962765,0.930662410078039,0.706198103154274,0.407229824478343,1.40937681463007,0.0160726487687755,0.161082772557247,0,0,0.0254144068848122,0.0403131327757922,0.0162652419778222,1.4674928687547,0.288115188399082,1.59473675642789,2.32470376516122,0.0358448714637618,0.299033602044069,0.0778049251821831,0.395148371286341,0.0713755193551681,0.0412541984762567,0.0276919532903305,0.0230906662715558,0.0360475072516974,0.0268807772007883,0.443686209670219,0.00633106096920838,0,0.00469409825309724,1.18555958325101,0.0415836367576733,0,0.195979977531774,0.169187435471827,0.0184191068249744,0.0622101502723743,0.0975002307136995,0.0150250622101833,0.76989019614907,0.323387364003048,0.0308261935719535,0.0311523739366498,0.018688291990306,0,0.62009651472416,0.115463456263147,0.0730400760916776,0.0251266250396359,0.0930544005945311,0.112363853884079,0.83045086181847,0.0738736908348342,0.238817424836234,0.11784528787797,1.10775749189623,1.12499969219379,0.0495150687004775,0.0951831399271876,0.203862670631622,0.851460823364304,0.0329626753493864,0.455630491425239,0.0235875065723909,0.00738354193551656,0.0903738070309033,0.115530041286664,0.0213617485093828,0.333396253557934,0.225272461612469,0.817641265507353,0.0482585095813421,2.41487293249011,0.0190855687941744,0,0.0579229481450698,0.199005763900614,0.115996050423962,0.41774613962465,0.0274102876310258,1.39031494697136,0.0907477644095968,0,0.22173234042344,0.0200363105407827,0.0236967884802697,0.936784532924888,0.633646029207193,0.0222214941363813,0.00550203279897477,0,0,0.0273876387572287,0.109035540274457,0.0168927747816749,0.0160769288971992,0.215003835256634
"MS4A12",0.0566556613151032,1.89028675187606,0.0690256803139579,0.282309318978566,0.117314706105503,0.499879044776036,0.0111678464786925,2.38487787505109,0.0829668548684532,0.0304872267509618,0.645305081950223,5.8791992149574,0.138476359058119,0.10272127938046,0.133112366418516,0.049871893700695,2.02824627769431,0,0,1.68557017920664,0.329725239739764,0.0134479667817957,2.19261649426374,0.583056885284116,1.68537327204472,0.0242969817497548,0,0.700734441729477,0.0669557530121165,0.188573100836479,0.745934304974996,0.0854844840242116,0.0167886802693607,0.145749180623717,0.0152563388388751,0.0893625528277345,0.0303600936576815,0.663168797986448,0,7.07829958049201,3.35326950671509,1.78688445396001,1.38903589041188,0.180812391945828,0,0.0351551336291957,4.19368502141621,0.0240387731691642,5.31888787645098,0,0.0362290109794122,0.0681479754229208,2.03506326100248,0.018570084584396,0,3.38991381527586,0.404856266484889,0.10038968855403,3.62338276160412,2.24745088976969,2.87907268415282,2.23038441502068,0.383388558241234,2.35242944684605,0.702667294292183,0.160356162259312,0.0160426875142569,0.0303064118766057,0,0.0253577056436034,0.458601436713091,1.90261079873961,0.0471544565628153,0.306688043192966,1.2059266992349,0.0294740887426019,0.0570592618425384,0.872100630310706,2.36811906006701,0,0.0862022238295277,0.411323192400168,0.600441039585468,2.39181307836676,0.0599159090665596,0.0226021764473228,0.095323593812523,0.276408523065055,0.45047173492534,0,0.215672384775219,1.24261591919611,2.77505538909898,0.495248983680912,0.0131106102861099,0.0429048394003862,0.128925514042361,0.229136279277193,0,0.241499752775351,0.034407310550193,0.0178207376866539,0.0147009270165219,0.211420951101346,1.98859962205601,0.337099065559242,0,0.865980558203902,0.424511519921763,0.181233612133866,0.0759898399871127,0.22735416978464,1.63152992522565,2.62405619730104,0,3.45351099455857,0.0415107462572812,0.62803258044303,0.214729118242582,0.0945509281735092,0,3.31228833352193,0.0972413115209795,0.284082918564553,0.158324099734264,2.08764240317587,0.034491829761413,0.0340494576970788,0.387135309502765,0.0289014995352963,0.320855485301862,1.9286003778157,3.7863219101001,0.20140928507191,0.0926837465668027,2.33278554353441,0.3423613112508,0,0.180240812036905,1.6883553964587,1.02437996755148,0.0714565274065171,0.0467033802233614,0.062453327824874,0.0185116894002213,0.0491902254616624,2.15839422966707,1.43878786125505,0.0393167013988322,1.32198349331329,0,0.590600103345741,0.994777379807612,0.0478412740676346,0.194538454238568,1.27115910549007
"RBFOX1",0.782365786707643,0.0603614902641614,0.0451283953975873,0.0398388611312634,0.139223240098887,0.278931558403226,0.0127617350139936,0.0554872185783735,0.0829995441479539,0,1.61040667486554,2.34254678105054,0.104189027652498,0.366108994394195,0.00353171918922683,0.496546203954305,1.36466823527097,0.0570384604514354,0.531774194427974,0.334420680757086,0.214349897966683,0.0139624264841602,0.307310773155327,0.0516366005689352,0.597180260488868,0.146842877562093,0.0291150099829217,0.327217118405364,0.00464376707517423,0.0105621651156966,0.272418606551673,0.0986540137154788,0,0.0792244885610449,0.00376196763743652,0,0.0356140571455796,1.09095434784212,0,1.39809530383561,0.716923311061897,0,0,0.016496319896196,0.024913941469487,0.635089414460856,0.268330185189769,1.25952017236978,0.813674902355123,0.0521278828843866,0.0128418122082716,0.130005667361171,0.0795057760869568,0.735890385795877,0.0287346283140416,0.0322898979045189,0.0557009949815263,0,2.24243665886855,1.82208277811943,0.771154540500132,0.0539162400072879,0,0.39557396057884,0.148875549762568,0.0652083177665793,0,0.0226035967156173,0.0157558840229717,0.238479948592236,0.296109650260019,0.0998822634440732,1.04954991878063,0.235371702648449,0.0401644134779427,0.0060495034376824,0,0.142363767789673,0.288879433160207,1.09591834548031,0.1263953984594,0.253061045595863,0.457127763421635,2.24466759451521,3.55714120646088,0.0117146027177332,0.0557009949815263,0.551150775758235,0.114007139272899,0.0423725809044734,0,0.200140212497503,0.285872090999009,0.138847227273348,0.0078427745527217,0.0137166519571925,1.35636357905813,0.448153515514931,0,0.0834884329027749,0.0184475944040141,0.0198797943565755,0,0.0046610236768419,0.201350312368516,0.0592278939278438,0.192181537700372,0.10515104934576,0.00831620513434099,0.0387044670819558,0.0252953317042599,0.186928992198067,0.26345753432331,0.0616642331958601,0.0530654475983386,0.583888736120754,0.188036248265008,0.161533009835471,0.060322749535747,0.135369380456522,0.0236996268610885,0.285082571013967,0.0534811752011772,0.0990231372405522,0.282669906152298,0.0560576811792593,0.108557910188354,0.25758999442246,0.010864321646733,0.561646781190638,2.19140346540828,0.177655054303027,1.44838402493927,0.0583940838259622,2.77724189929874,0.408912900567537,2.68909582686,0.710813705690395,0.0226234803249301,0.0573573821614723,0.00401232112148136,0,1.8979253978479,0.606040397005506,0.620805026696676,0.128253802249332,0.224683661654859,0.124965956383928,0.165102838397195,0,0,0.0731539038661261,0.16936063701008,0.0482836235880019,0.00278027801702436,1.02472462671815
"FGF20",0.00756438222643565,0,0,0,0.0274173653311696,0.252286062572871,0,1.07016397506652,0.93764796652798,0.990733448697059,0,0.0306750807025394,0.0486407532566163,0.306353243904206,0.154697261829407,0,0,0,0.519741160868759,0,1.29619600993373,0.0150821709977536,0,0.794273617404822,0,0.0400212917538369,0.036082684176632,0,0.408422749666738,0.569633021281694,0.141376546961923,0.0181755150559402,0.0560049471410795,0,0,0,0,0.233738385067706,0,0,0.0953533034592011,1.28586617416536,0,0,0,0,0.975039488452186,0.188545250191837,0.991987424151312,0.00866185478941885,0.013749519580749,0.0602798568014983,0.221191599451225,0.442912718026225,0.966545642046763,0.0630486634532914,0,0.0083936608040381,0.0408966377708981,0.181577114589695,1.60732415823764,0,0.169444022927809,0,0.267218160457633,0.0475481602496556,0.00907910565453339,0.0472661564687722,0.0112709158590285,0.0382128065146441,0.958746183087677,2.17608145213767,0,0.038614575952494,1.30045938673955,0.0234313752000543,0.00628509614575268,0,0.345213542947422,0.021434242711863,0.0328625543437085,0,0.0102928917561722,0.170873662210527,0,1.568893571943,0.0100751446301811,0.0518425976576521,0,1.33510475320617,0.0725160782293942,0.80322042234508,0.363939188332665,0.414359634057324,0,0,0.0755846562426441,0.0875497397932961,0.0249706601539906,0.855921147738773,0,0,0,0.618761126738467,0.00723425985481795,0,0,0.348167819507584,0.568798743330051,0.0610683258828237,0.0699220938457052,0,0,0,1.27197539712939,0.0505532400060332,0.304533236947543,0,0.481777349182726,0.107635650172959,0.122952286365086,0.597870563914793,0.594819865355636,0,0.0547109717097784,0,0,3.36708361637414,0.00583973609071717,0.13466781023885,0.326589118564204,0.120012130403998,0.00851987594888058,0,0.265199227872816,0,0,3.65409350183568,0,0,0,0,0,0.00894720433624092,0,1.83456398625857,1.34198688544911,0.64020906726817,0.0918054304722777,0,0,0.353686883544307,0.55440024534269,0.0134822698033456,0,0.314557324243522
